num_stas,policy,seed,pdr,tput_kbps,avg_delay_ms,p95_delay_ms,drop_rate,fairness,col_rate,retry_rate,raw_fit_pass,e_total_mj,e_tx_mj,e_rx_mj,e_idle_mj,e_sleep_mj,ee_kbit_j,e_per_pkt_uj,assoc_mean_ms,assoc_max_ms,assoc_scan_ms,assoc_auth_ms,assoc_req_ms,assoc_frac
200,no_raw,7,0.617708,25.301333,2412.55625,4733.221018,0.382292,0.990695,0.955685,0.882601,1.0,2512.112747,97.119104,38.063062,2376.930581,0.0,6.043041,169451.112808,3314.279916,7624.425333,2.833333,957.959407,2353.487176,1.0
200,no_raw,99,0.63125,25.856,2306.245525,4712.405767,0.36875,0.991415,0.952367,0.880491,1.0,2512.04201,97.025728,38.081166,2376.935116,0.0,6.175693,165811.353828,3100.23374,5236.446667,2.833333,954.117082,2143.283324,1.0
200,static,42,0.865208,35.438933,1277.869355,4064.470775,0.134792,0.952696,0.514226,0.513729,1.0,342.258106,30.707808,38.747594,218.667162,54.135541,62.126681,16482.451517,1922.995973,2344.741778,2.833333,961.556773,958.605867,1.0
200,static,7,0.861042,35.268267,1280.852552,4083.332136,0.138958,0.954231,0.517057,0.516462,1.0,343.59197,30.813824,38.744979,219.929456,54.10371,61.58747,16626.75876,1917.50424,2351.868889,2.833333,957.959407,956.7115,1.0
200,static,99,0.865833,35.464533,1267.135667,4014.692261,0.134167,0.957107,0.509782,0.509583,1.0,342.991489,30.600568,38.753227,219.523305,54.11439,62.038624,16505.846461,1916.845404,2348.594222,2.833333,954.825849,959.186222,1.0
200,adaptive,42,1.0,40.96,626.505928,1560.607404,0.0,1.0,0.344109,0.344109,1.0,292.353333,25.80128,38.892628,172.353586,55.30584,84.062664,12181.388894,1981.807989,2492.104889,2.833333,961.556773,1017.417882,1.0
200,adaptive,7,1.0,40.96,627.845218,1601.167627,0.0,1.0,0.355433,0.355433,1.0,295.867747,26.279688,38.892628,175.468801,55.226631,83.06414,12327.822803,1968.813496,2475.435111,2.833333,958.364758,1007.615404,1.0
200,adaptive,99,1.0,40.96,628.311286,1571.791162,0.0,1.0,0.34982,0.34982,1.0,293.758016,26.039024,38.89303,173.550714,55.275248,83.660696,12239.917348,2012.580351,2550.843556,2.833333,954.857838,1054.88918,1.0
200,cluster_csv,42,0.747292,30.609067,1420.21514,4460.055784,0.252708,0.890137,0.510311,0.509514,1.0,325.693873,26.572136,38.628913,206.028882,54.463943,56.388657,18159.680706,1910.863669,2368.393333,2.833333,961.556773,946.473562,1.0
200,cluster_csv,7,0.74375,30.464,1433.003447,4503.731836,0.25625,0.888964,0.512558,0.511649,1.0,327.035114,26.64692,38.6267,207.330276,54.431218,55.891246,18321.29491,1914.082902,2385.360889,2.833333,957.224451,954.025118,1.0
200,cluster_csv,99,0.754167,30.890667,1362.153684,4421.702199,0.245833,0.898694,0.50627,0.505244,1.0,327.098887,26.561192,38.63716,207.472724,54.427811,56.662987,18071.761709,1919.955211,2385.794667,2.833333,959.448918,957.67296,1.0
200,traffic_split,42,1.0,40.96,667.918336,1486.581328,0.0,1.0,0.267974,0.267974,1.0,273.155436,22.916568,38.893834,155.612668,55.732366,89.970752,11381.476515,1935.475207,2479.315556,2.833333,954.320604,978.321269,1.0
200,traffic_split,7,1.0,40.96,649.312812,1460.301002,0.0,1.0,0.261019,0.261019,1.0,273.442532,22.681536,38.895041,156.146285,55.719669,89.876289,11393.438821,1980.847844,2518.157333,2.833333,957.959407,1020.055104,1.0
200,traffic_split,99,1.0,40.96,666.178974,1513.772742,0.0,1.0,0.286715,0.286715,1.0,275.053641,23.564888,38.895645,156.894606,55.698502,89.349844,11460.568374,1959.447182,2540.999111,2.833333,954.117082,1002.496767,1.0
200,laca,42,1.0,40.96,593.243661,1474.83803,0.0,1.0,0.357945,0.357945,1.0,289.282003,26.389848,38.893834,168.600293,55.398028,84.955164,12053.416776,1992.263922,2537.892889,2.833333,954.538413,1034.892176,1.0
200,laca,7,1.0,40.96,598.84107,1547.109814,0.0,1.0,0.358387,0.358387,1.0,289.98383,26.406368,38.892829,169.304242,55.380391,84.749553,12082.659591,1988.306564,2504.814222,2.833333,958.029716,1027.443516,1.0
