condition,policy,num_stas,seed,pdr,tput_kbps,avg_delay_ms,p95_delay_ms,drop_rate,fairness,col_rate,retry_rate,assoc_mean_ms,assoc_frac,e_total_mj,ee_kbit_j,elapsed_s
spatial,cluster_csv,600,42,0.19930555555555557,24.49066666666667,4039.1872391887464,10882.800411410752,0.8006944444444444,0.6657049106132609,0.5215417867435158,0.520821325648415,36814.686995551856,1.0,977.8571767476944,5.009047793282336,23.4
spatial,cluster_csv,600,7,0.19284722222222223,23.697066666666665,4039.4461875955017,10521.344933119344,0.8071527777777778,0.6727496292419087,0.5224627970942943,0.5215459482333028,38167.19840415111,1.0,1002.8348077476903,4.7260159865988145,23.68
spatial,cluster_csv,600,99,0.19375,23.808,4027.778781535603,10294.176102331037,0.80625,0.6475094829307247,0.5257167247634631,0.5248630575513978,37993.40868666375,1.0,999.9956328265982,4.761620794823685,23.02
spatial,cluster_csv,800,42,0.13255208333333332,21.717333333333332,4769.637431421132,13765.838306244319,0.8674479166666667,0.5933515023818249,0.5168616226978596,0.5158038825286212,53206.648254994725,1.0,1264.4318652665584,2.5763349449543145,28.59
spatial,cluster_csv,800,7,0.13145833333333334,21.538133333333334,4818.290895669353,13404.83080736842,0.8685416666666667,0.5966746590738798,0.5200275810192441,0.5187112141916881,51557.89163666216,1.0,1233.5092056249064,2.619129217088647,28.33
spatial,cluster_csv,800,99,0.13302083333333334,21.794133333333335,4650.852582312714,13155.409000724241,0.8669791666666666,0.5927860740825829,0.5184792108877513,0.5174179048570359,52143.86232666015,1.0,1244.328555464026,2.6272160882628808,29.54
spatial,cluster_csv,1000,42,0.09566666666666666,19.592533333333332,5217.055461696809,16115.423003289372,0.9043333333333333,0.59862551384252,0.5015073090267903,0.5007678744098742,65924.93013732645,1.0,1490.7753078112048,1.577101517365452,32.77
spatial,cluster_csv,1000,7,0.09616666666666666,19.694933333333335,5335.995086794357,16264.788512283878,0.9038333333333334,0.5696637283373608,0.5016560073092736,0.5006852444038373,65919.04748666153,1.0,1490.9177450332365,1.5851927498168676,34.16
spatial,cluster_csv,1000,99,0.09391666666666666,19.234133333333336,5354.487596316744,16781.654892565195,0.9060833333333334,0.5777460277171661,0.5049708604730888,0.50439949720032,64804.52543066002,1.0,1469.6019534058655,1.5705586091872623,34.84
spatial,cluster_adaptive,100,42,0.9875,20.224,721.9287430064929,1845.5950208508436,0.012499999999999956,0.9996262680192205,0.26302911671152435,0.2627844384634206,3924.3450800002206,1.0,417.78830841996864,58.08874856211761,2.66
spatial,cluster_adaptive,100,7,0.9833333333333333,20.13866666666667,713.9155396023124,1814.8401516285144,0.01666666666666672,0.9995692749461593,0.27441197434069853,0.2741743882157282,4479.282880000341,1.0,429.5165715999707,56.264185360716006,4.92
spatial,cluster_adaptive,100,99,0.9841666666666666,20.155733333333334,722.2699304455947,1850.7560754370713,0.015833333333333366,0.9995778836850969,0.27054300816914945,0.27030273906775587,4223.485293333497,1.0,426.4255035199676,56.72005965953544,2.98
spatial,cluster_adaptive,200,42,0.9233333333333333,37.81973333333333,1439.8013391553368,3630.322475431497,0.07666666666666666,0.998384906274143,0.38987155190566436,0.38966098125921245,8851.899740000186,1.0,576.3982301799688,39.36833739568376,7.99
spatial,cluster_adaptive,200,7,0.9241666666666667,37.85386666666667,1433.8105010558997,3581.274016339936,0.07583333333333331,0.997935777024971,0.37823723755728444,0.3778109346690824,9326.61221333355,1.0,579.3837976833024,39.200820062308345,8.06
spatial,cluster_adaptive,200,99,0.9229166666666667,37.80266666666667,1454.1566595766512,3607.4009625585654,0.07708333333333328,0.9982349590022177,0.3863972921514703,0.386291516818278,8928.677926666767,1.0,575.6354318699672,39.40271697021535,8.04
